Source,Target,Weight
ken2812221,jb55,1
jb55,sipa,3
supersammy7000,sipa,1
jnewbery,music,1
ianwaldrop,sipa,1
ianwaldrop,promag,1
marcoagner,jonasschnelli,1
sipa,askari01,1
Empact,askari01,1
askari01,MarcoFalke,1
Empact,bahamas10,1
MarcoFalke,bahamas10,1
theuni,bahamas10,1
Sjors,DesWurstes,1
Sjors,aciddude,1
DesWurstes,jonasschnelli,2
DesWurstes,aciddude,1
fanquake,aciddude,1
jonasschnelli,aciddude,1
jonasschnelli,HashUnlimited,1
HashUnlimited,fanquake,1
StayCoolDK,jonasschnelli,1
jonasschnelli,ch4ot1c,1
ch4ot1c,fanquake,1
StayCoolDK,promag,1
StayCoolDK,sipa,1
deadalnix,achow101,1
MarcoFalke,crowdcoinChain,1
MarcoFalke,toknT,1
sipa,crowdcoinChain,1
sipa,sipsorcery,3
sipa,toknT,1
crowdcoinChain,jonasschnelli,1
crowdcoinChain,sipsorcery,1
crowdcoinChain,toknT,1
jonasschnelli,sipsorcery,1
jonasschnelli,toknT,1
sipsorcery,toknT,1
ken2812221,theuni,1
ken2812221,MasterKungfu,1
fanquake,MasterKungfu,1
luke-jr,greenaddress,2
luke-jr,setpill,1
luke-jr,andrewtoth,1
sipa,greenaddress,1
sipa,setpill,2
sipa,andrewtoth,1
greenaddress,setpill,1
greenaddress,andrewtoth,1
greenaddress,adamjonas,1
jonasschnelli,setpill,1
jonasschnelli,andrewtoth,1
setpill,andrewtoth,1
setpill,adamjonas,1
andrewtoth,adamjonas,1
redblade7,hebasto,2
kallewoof,achow101,1
MarcoFalke,benthecarman,5
fanquake,benthecarman,3
jonasschnelli,benthecarman,2
redblade7,jonasschnelli,1
redblade7,promag,1
isghe,fanquake,1
isghe,jonasschnelli,1
dongcarl,prusnak,1
dongcarl,piraces,1
dongcarl,D4nte,1
prusnak,piraces,1
prusnak,MarcoFalke,2
prusnak,D4nte,1
piraces,MarcoFalke,1
piraces,D4nte,1
MarcoFalke,D4nte,2
luke-jr,hebasto,7
MarcoFalke,rraallvv,1
rraallvv,luke-jr,1
thelukemccarthy,MarcoFalke,1
thelukemccarthy,vishesh3006,1
thelukemccarthy,HashUnlimited,1
MarcoFalke,vishesh3006,1
vishesh3006,HashUnlimited,1
Derek701,TheBlueMatt,1
Derek701,laanwj,1
domob1812,sipa,1
domob1812,cryptozeny,1
domob1812,ehoffman2,1
MarcoFalke,ehoffman2,1
cryptozeny,ehoffman2,1
practicalswift,jmcorgan,1
jmcorgan,promag,1
ken2812221,willyko,1
ken2812221,decryp2kanon,1
willyko,decryp2kanon,1
AkioNak,practicalswift,1
AkioNak,Empact,1
AkioNak,ryanofsky,1
ken2812221,2w1l1ght,1
ken2812221,billygarrison,2
fanquake,2w1l1ght,1
fanquake,billygarrison,1
2w1l1ght,billygarrison,1
ken2812221,mmortal03,1
MarcoFalke,decryp2kanon,4
ken2812221,scravy,1
ken2812221,jameshilliard,1
ken2812221,Talkless,1
ken2812221,elichai,1
ken2812221,chiumichael,1
ken2812221,sipsorcery,3
fanquake,scravy,1
fanquake,jameshilliard,1
fanquake,Talkless,1
fanquake,elichai,3
fanquake,chiumichael,1
scravy,sipa,2
scravy,jameshilliard,1
scravy,Talkless,1
scravy,elichai,1
scravy,MarcoFalke,2
scravy,chiumichael,1
scravy,sipsorcery,1
sipa,Talkless,1
sipa,chiumichael,1
jameshilliard,Talkless,1
jameshilliard,elichai,1
jameshilliard,chiumichael,1
jameshilliard,sipsorcery,1
Talkless,elichai,1
Talkless,MarcoFalke,1
Talkless,chiumichael,1
Talkless,sipsorcery,1
elichai,MarcoFalke,8
elichai,chiumichael,1
elichai,sipsorcery,1
MarcoFalke,chiumichael,1
chiumichael,sipsorcery,1
practicalswift,ken2812221,1
laanwj,etscrivner,1
MarcoFalke,etscrivner,1
luke-jr,sipsorcery,1
sipsorcery,pstratem,1
sanket1729,laanwj,1
MarcoFalke,billygarrison,1
sipsorcery,billygarrison,2
ali8889,teknari,1
ali8889,MarcoFalke,1
teknari,MarcoFalke,1
MarcoFalke,yzhou61,1
ken2812221,rebroad,1
ken2812221,michelvankessel,1
MarcoFalke,michelvankessel,1
sipsorcery,michelvankessel,1
rebroad,michelvankessel,1
MarcoFalke,harding,6
livestradamus,MarcoFalke,1
domob1812,HashUnlimited,1
fanquake,hairetikos,1
jonasschnelli,scravy,1
jonasschnelli,brentkearney,1
scravy,brentkearney,1
scravy,ryanofsky,1
brentkearney,ryanofsky,1
instagibbs,practicalswift,1
fanquake,real-or-random,4
fanquake,zquestz,1
real-or-random,MarcoFalke,3
real-or-random,zquestz,1
MarcoFalke,zquestz,1
RHavar,kristapsk,1
RHavar,jb55,1
kristapsk,jb55,1
karelbilek,achow101,1
karelbilek,etscrivner,1
karelbilek,domob1812,1
achow101,etscrivner,1
achow101,domob1812,1
etscrivner,domob1812,1
etscrivner,jnewbery,1
kristapsk,ryanofsky,1
Crypto2,ryanofsky,1
Crypto2,al-maisan,1
Crypto2,nopara73,1
ryanofsky,al-maisan,1
ryanofsky,nopara73,1
al-maisan,promag,1
al-maisan,nopara73,1
al-maisan,jnewbery,1
promag,nopara73,1
nopara73,jnewbery,1
theuni,rusticbison,1
theuni,abitfan,1
theuni,vasild,1
laanwj,rusticbison,1
fanquake,rusticbison,1
fanquake,abitfan,1
fanquake,vasild,1
rusticbison,MarcoFalke,1
rusticbison,abitfan,1
rusticbison,vasild,1
MarcoFalke,abitfan,1
MarcoFalke,vasild,3
abitfan,vasild,1
jonasschnelli,rex4539,1
jonasschnelli,Stoner19,1
jonasschnelli,Ykid,1
fanquake,rex4539,1
fanquake,Stoner19,1
fanquake,Ykid,1
rex4539,Stoner19,1
rex4539,Ykid,1
rex4539,Sjors,1
Stoner19,Ykid,1
Stoner19,Sjors,1
Ykid,Sjors,1
ryanofsky,dna-johnny,1
ryanofsky,talisein,1
ryanofsky,codewiz,1
ryanofsky,mattpopovich,1
ryanofsky,ppppso,1
achow101,dna-johnny,1
achow101,talisein,1
achow101,codewiz,1
achow101,mattpopovich,2
achow101,ppppso,1
dna-johnny,talisein,1
dna-johnny,codewiz,1
dna-johnny,mattpopovich,1
dna-johnny,ppppso,1
dna-johnny,MarcoFalke,1
talisein,codewiz,1
talisein,mattpopovich,1
talisein,ppppso,1
talisein,MarcoFalke,1
codewiz,mattpopovich,1
codewiz,ppppso,1
codewiz,MarcoFalke,1
mattpopovich,ppppso,1
mattpopovich,MarcoFalke,3
ppppso,MarcoFalke,1
e-nexus,meshcollider,1
promag,ken2812221,3
dongcarl,fanquake,2
meshcollider,sdaftuar,1
emilrus,ryanofsky,1
emilrus,meshcollider,1
promag,furqansiddiqui,1
ken2812221,furqansiddiqui,1
ryanofsky,furqansiddiqui,1
merland,fanquake,1
promag,benthecarman,3
MarcoFalke,pkepler,1
MarcoFalke,develop7,1
sipa,pkepler,1
sipa,develop7,1
luke-jr,pkepler,1
luke-jr,develop7,1
pkepler,develop7,1
pkepler,practicalswift,1
develop7,practicalswift,1
petsinis,RandyMcMillan,1
petsinis,MarcoFalke,1
RandyMcMillan,MarcoFalke,3
MarcoFalke,dmitriy79,1
luke-jr,dmitriy79,1
meshcollider,dmitriy79,1
kristapsk,nopara73,1
kristapsk,NicolasDorier,1
nopara73,NicolasDorier,2
sipa,AkioNak,1
sipa,IntelOSt,1
sipa,lyhistory,1
achow101,IntelOSt,1
achow101,lyhistory,1
AkioNak,fanquake,2
AkioNak,IntelOSt,1
AkioNak,lyhistory,1
fanquake,IntelOSt,1
fanquake,lyhistory,1
MarcoFalke,IntelOSt,1
MarcoFalke,lyhistory,1
IntelOSt,lyhistory,1
MarcoFalke,ismail120572,1
IvanThinking,MarcoFalke,1
MarcoFalke,kyegupov,1
MarcoFalke,JavierRSobrino,2
kyegupov,JavierRSobrino,1
ken2812221,kristapsk,1
fanquake,core-code,1
LucianaMarques,fanquake,1
LucianaMarques,laanwj,1
meshcollider,kristapsk,1
fanquake,mayfer,1
fanquake,wrapperband,1
fanquake,kf106,1
gmaxwell,mayfer,1
gmaxwell,wrapperband,1
gmaxwell,kf106,1
MarcoFalke,mayfer,1
MarcoFalke,wrapperband,1
MarcoFalke,kf106,1
mayfer,wrapperband,1
mayfer,kf106,1
wrapperband,kf106,1
LucianaMarques,achow101,1
LucianaMarques,promag,1
LucianaMarques,jnewbery,1
ch4ot1c,ryanofsky,2
ch4ot1c,promag,1
ch4ot1c,laanwj,2
ch4ot1c,jonatack,1
ryanofsky,jonatack,5
ryanofsky,adamjonas,2
promag,jonatack,6
promag,adamjonas,3
laanwj,jonatack,5
madeken,MarcoFalke,2
jamesob,isghe,1
jamesob,ch4ot1c,1
jamesob,tryphe,1
isghe,ch4ot1c,1
isghe,tryphe,1
isghe,gmaxwell,1
isghe,MarcoFalke,1
ch4ot1c,tryphe,1
ch4ot1c,gmaxwell,1
tryphe,gmaxwell,1
tryphe,MarcoFalke,3
hebasto,ken2812221,1
promag,madeken,1
HashUnlimited,adamjonas,1
MarcoFalke,itoffshore,1
MarcoFalke,carnhofdaki,2
laanwj,itoffshore,1
laanwj,carnhofdaki,2
ryanofsky,itoffshore,1
ryanofsky,meeDamian,2
ryanofsky,carnhofdaki,1
itoffshore,practicalswift,1
itoffshore,meeDamian,1
itoffshore,carnhofdaki,1
practicalswift,carnhofdaki,1
meeDamian,carnhofdaki,1
minblock,ken2812221,1
minblock,MarcoFalke,2
hebasto,Empact,2
MarcoFalke,mc-buckets,1
MarcoFalke,takinbo,1
mc-buckets,takinbo,1
mc-buckets,adamjonas,1
takinbo,adamjonas,1
MarcoFalke,anoane,1
jnewbery,jgarzik,1
cryptozeny,promag,1
cryptozeny,jonatack,1
cryptozeny,achow101,1
jonatack,achow101,6
etscrivner,promag,1
MarcoFalke,Septem151,1
achow101,Manbearpixel,1
achow101,markaw67,1
luke-jr,Manbearpixel,1
luke-jr,markaw67,1
Manbearpixel,MarcoFalke,1
Manbearpixel,markaw67,1
fanquake,mzumsande,1
promag,mzumsande,2
fanquake,xaya,1
HashUnlimited,sipa,2
CryptoCanary,fanquake,1
MarcoFalke,Cobra-Bitcoin,1
Cobra-Bitcoin,luke-jr,1
Cobra-Bitcoin,kristapsk,1
luke-jr,kristapsk,1
MarcoFalke,dbolser,1
BrannonKing,fanquake,1
hebasto,egp,1
egp,MarcoFalke,1
promag,HashUnlimited,2
KanoczTomas,adamjonas,1
gmaxwell,kallewoof,1
TheBlueMatt,elichai,1
ryanofsky,elichai,1
laanwj,IlyasRidhuan,1
IlyasRidhuan,MarcoFalke,2
longfens,promag,1
longfens,MarcoFalke,1
MarcoFalke,shannon1916,1
MarcoFalke,brianddk,1
shannon1916,brianddk,1
benthecarman,sipa,1
darosior,ryanofsky,1
darosior,promag,2
MarcoFalke,sonofliberty,1
sonofliberty,jnewbery,1
promag,moneyball,2
promag,flack,2
MarcoFalke,moneyball,2
sdaftuar,practicalswift,1
sdaftuar,moneyball,1
sdaftuar,lucayepa,1
sdaftuar,flack,1
sdaftuar,ajtowns,1
practicalswift,moneyball,2
practicalswift,lucayepa,1
practicalswift,flack,1
sipa,moneyball,1
sipa,lucayepa,1
luke-jr,moneyball,1
luke-jr,lucayepa,1
laanwj,moneyball,1
gmaxwell,moneyball,2
gmaxwell,lucayepa,1
gmaxwell,flack,1
moneyball,lucayepa,1
moneyball,flack,1
moneyball,ryanofsky,2
moneyball,ajtowns,1
lucayepa,flack,1
lucayepa,ryanofsky,1
lucayepa,ajtowns,1
flack,ryanofsky,1
flack,ajtowns,1
ryanofsky,ajtowns,1
sdaftuar,EthanHeilman,1
MarcoFalke,EthanHeilman,1
EthanHeilman,adamjonas,1
sipa,HeidiRomeroCash,1
kiv06041992,promag,1
kiv06041992,makoting,1
kiv06041992,hebasto,1
kiv06041992,jasonzhouu,1
kiv06041992,MarcoFalke,1
kiv06041992,jonatack,1
kiv06041992,lucayepa,1
kiv06041992,farrilis,1
kiv06041992,bitcoinhodler,1
kiv06041992,nitramiz,1
kiv06041992,cfromknecht,1
kiv06041992,fanquake,1
kiv06041992,molxyz,1
promag,makoting,1
promag,jasonzhouu,1
promag,farrilis,1
promag,bitcoinhodler,1
promag,nitramiz,1
promag,cfromknecht,1
promag,molxyz,1
makoting,hebasto,1
makoting,jasonzhouu,1
makoting,MarcoFalke,1
makoting,jonatack,1
makoting,lucayepa,1
makoting,farrilis,1
makoting,bitcoinhodler,1
makoting,nitramiz,1
makoting,cfromknecht,1
makoting,fanquake,1
makoting,molxyz,1
hebasto,jasonzhouu,1
hebasto,jonatack,6
hebasto,farrilis,1
hebasto,bitcoinhodler,1
hebasto,nitramiz,1
hebasto,cfromknecht,1
hebasto,molxyz,1
jasonzhouu,MarcoFalke,1
jasonzhouu,jonatack,1
jasonzhouu,lucayepa,1
jasonzhouu,farrilis,1
jasonzhouu,bitcoinhodler,1
jasonzhouu,nitramiz,1
jasonzhouu,cfromknecht,1
jasonzhouu,fanquake,1
jasonzhouu,molxyz,1
MarcoFalke,farrilis,1
MarcoFalke,bitcoinhodler,1
MarcoFalke,nitramiz,1
MarcoFalke,cfromknecht,1
jonatack,lucayepa,1
jonatack,farrilis,1
jonatack,bitcoinhodler,1
jonatack,nitramiz,1
jonatack,cfromknecht,1
jonatack,fanquake,6
jonatack,molxyz,1
lucayepa,farrilis,1
lucayepa,bitcoinhodler,1
lucayepa,nitramiz,1
lucayepa,cfromknecht,1
lucayepa,molxyz,1
farrilis,bitcoinhodler,1
farrilis,nitramiz,1
farrilis,cfromknecht,1
farrilis,fanquake,1
farrilis,molxyz,1
bitcoinhodler,nitramiz,1
bitcoinhodler,cfromknecht,1
bitcoinhodler,fanquake,1
bitcoinhodler,molxyz,1
nitramiz,cfromknecht,1
nitramiz,fanquake,1
nitramiz,molxyz,1
cfromknecht,fanquake,1
cfromknecht,molxyz,1
fanquake,molxyz,1
instagibbs,moneyball,1
instagibbs,bitschmidty,1
instagibbs,gmaxwell,2
instagibbs,harding,1
instagibbs,nopara73,1
NicolasDorier,moneyball,1
NicolasDorier,bitschmidty,1
NicolasDorier,harding,1
Sjors,moneyball,1
Sjors,bitschmidty,1
Sjors,harding,2
moneyball,bitschmidty,1
moneyball,harding,1
moneyball,nopara73,1
bitschmidty,MarcoFalke,1
bitschmidty,gmaxwell,1
bitschmidty,harding,1
bitschmidty,nopara73,1
gmaxwell,harding,1
gmaxwell,nopara73,1
harding,nopara73,1
crackercracked,asood123,1
hebasto,TheBlueMatt,1
perefeliu,fanquake,1
MarcoFalke,slush0,1
practicalswift,slush0,1
fanquake,slush0,1
gmaxwell,Empact,1
jgarzik,Empact,1
lucayepa,auscash,1
MarcoFalke,auscash,1
MarcoFalke,amitiuttarwar,1
amitiuttarwar,ryanofsky,2
amitiuttarwar,adamjonas,1
MarcoFalke,jingzhehu,1
MarcoFalke,jakeleventhal,1
fanquake,jingzhehu,1
fanquake,jakeleventhal,2
jingzhehu,jakeleventhal,1
practicalswift,hebasto,6
fanquake,amitiuttarwar,1
promag,amitiuttarwar,2
amitiuttarwar,jnewbery,1
benthecarman,satoshe,1
satoshe,fanquake,1
MarcoFalke,dagurval,1
MarcoFalke,jkczyz,1
instagibbs,msafi,1
instagibbs,JeremyRubin,1
instagibbs,jonatack,1
instagibbs,dagurval,1
instagibbs,luke-jr,1
instagibbs,kanzure,1
instagibbs,Empact,1
instagibbs,hebasto,2
instagibbs,jkczyz,1
fanquake,msafi,2
fanquake,gwillen,2
fanquake,dagurval,1
fanquake,kanzure,1
fanquake,jkczyz,1
promag,msafi,1
promag,gwillen,2
promag,dagurval,1
promag,kanzure,1
promag,jkczyz,1
msafi,JeremyRubin,1
msafi,gwillen,1
msafi,jonatack,1
msafi,dagurval,1
msafi,meshcollider,1
msafi,luke-jr,2
msafi,kanzure,1
msafi,Empact,1
msafi,jnewbery,1
msafi,sipa,1
msafi,hebasto,1
msafi,achow101,1
msafi,ryanofsky,1
msafi,jkczyz,1
JeremyRubin,gwillen,1
JeremyRubin,jonatack,1
JeremyRubin,dagurval,1
JeremyRubin,kanzure,1
JeremyRubin,Empact,1
JeremyRubin,hebasto,1
JeremyRubin,ryanofsky,1
JeremyRubin,jkczyz,1
gwillen,jonatack,1
gwillen,dagurval,1
gwillen,meshcollider,1
gwillen,luke-jr,1
gwillen,kanzure,1
gwillen,Empact,1
gwillen,sipa,1
gwillen,hebasto,1
gwillen,achow101,1
gwillen,ryanofsky,1
gwillen,jkczyz,1
jonatack,dagurval,1
jonatack,meshcollider,2
jonatack,luke-jr,2
jonatack,kanzure,1
jonatack,Empact,1
jonatack,jnewbery,1
jonatack,sipa,10
jonatack,jkczyz,1
dagurval,meshcollider,1
dagurval,luke-jr,1
dagurval,kanzure,1
dagurval,Empact,1
dagurval,jnewbery,1
dagurval,sipa,1
dagurval,hebasto,1
dagurval,achow101,1
dagurval,ryanofsky,1
dagurval,jkczyz,1
meshcollider,kanzure,1
meshcollider,Empact,1
meshcollider,hebasto,2
meshcollider,jkczyz,1
luke-jr,jkczyz,1
kanzure,Empact,1
kanzure,jnewbery,1
kanzure,hebasto,1
kanzure,ryanofsky,1
kanzure,jkczyz,1
Empact,achow101,1
jnewbery,jkczyz,1
sipa,jkczyz,1
hebasto,achow101,6
hebasto,ryanofsky,4
hebasto,jkczyz,1
achow101,jkczyz,1
ryanofsky,jkczyz,1
uFire,MarcoFalke,1
dexX7,jonatack,1
dexX7,Bushstar,1
dexX7,sr-gi,1
jonatack,Bushstar,1
jonatack,sr-gi,1
Bushstar,sr-gi,1
terorie,MarcoFalke,1
MarcoFalke,russoj88,1
kristapsk,tryphe,1
kristapsk,russoj88,1
tryphe,sipa,2
tryphe,russoj88,1
sipa,russoj88,1
ryanofsky,jgarzik,2
promag,dakk,2
dakk,sdaftuar,1
fanquake,stevebaros,1
fanquake,GChuf,4
fanquake,awesome-doge,2
jonasschnelli,stevebaros,1
jonasschnelli,GChuf,1
jonasschnelli,awesome-doge,1
stevebaros,MarcoFalke,1
stevebaros,GChuf,1
stevebaros,awesome-doge,1
MarcoFalke,GChuf,7
MarcoFalke,awesome-doge,1
GChuf,awesome-doge,1
MarcoFalke,jonasnick,1
MarcoFalke,0xB10C,1
practicalswift,jonasnick,1
practicalswift,0xB10C,1
jonasnick,0xB10C,1
promag,debuggor,1
adamjonas,ariard,1
jonasschnelli,Meshugah,1
jonasschnelli,ezegom,1
Meshugah,ezegom,1
Meshugah,brakmic,1
Meshugah,fanquake,1
ezegom,brakmic,1
ezegom,fanquake,1
brakmic,fanquake,2
MarcoFalke,MatzFan,1
MarcoFalke,initCCG,1
fanquake,MatzFan,1
fanquake,initCCG,1
MatzFan,initCCG,1
MatzFan,jb55,1
initCCG,jb55,1
MarcoFalke,bvrulez,1
jamesob,bvrulez,1
ps1dr3x,fanquake,1
jamesob,sipsorcery,1
theuni,afk11,1
VoxR4710,laanwj,1
VoxR4710,instagibbs,1
VoxR4710,Sjors,1
VoxR4710,MarcoFalke,1
VoxR4710,kallewoof,1
instagibbs,kallewoof,2
Sjors,kallewoof,2
MarcoFalke,byt3farm,1
MarcoFalke,darosior,3
MarcoFalke,Neolo,1
MarcoFalke,bitcoal,1
MarcoFalke,p3yot3,2
MarcoFalke,MatthewLM,1
MarcoFalke,ADCJustinH,1
MarcoFalke,daveblack1,1
promag,byt3farm,1
promag,mattpopovich,1
promag,Neolo,1
promag,bitcoal,1
promag,p3yot3,1
promag,MatthewLM,1
promag,ADCJustinH,1
promag,daveblack1,1
byt3farm,darosior,1
byt3farm,mattpopovich,1
byt3farm,Neolo,1
byt3farm,bitcoal,1
byt3farm,p3yot3,1
byt3farm,adamjonas,1
byt3farm,MatthewLM,1
byt3farm,ADCJustinH,1
byt3farm,achow101,1
byt3farm,daveblack1,1
darosior,mattpopovich,1
darosior,Neolo,1
darosior,bitcoal,1
darosior,p3yot3,1
darosior,adamjonas,1
darosior,MatthewLM,1
darosior,ADCJustinH,1
darosior,achow101,2
darosior,daveblack1,1
mattpopovich,Neolo,1
mattpopovich,bitcoal,1
mattpopovich,p3yot3,1
mattpopovich,adamjonas,1
mattpopovich,MatthewLM,1
mattpopovich,ADCJustinH,1
mattpopovich,daveblack1,1
Neolo,bitcoal,1
Neolo,p3yot3,1
Neolo,adamjonas,1
Neolo,MatthewLM,1
Neolo,ADCJustinH,1
Neolo,achow101,1
Neolo,daveblack1,1
bitcoal,p3yot3,1
bitcoal,adamjonas,1
bitcoal,MatthewLM,1
bitcoal,ADCJustinH,1
bitcoal,achow101,1
bitcoal,daveblack1,1
p3yot3,adamjonas,1
p3yot3,MatthewLM,1
p3yot3,ADCJustinH,1
p3yot3,achow101,2
p3yot3,daveblack1,1
adamjonas,MatthewLM,1
adamjonas,ADCJustinH,1
adamjonas,achow101,3
adamjonas,daveblack1,1
MatthewLM,ADCJustinH,1
MatthewLM,achow101,1
MatthewLM,daveblack1,1
ADCJustinH,achow101,1
ADCJustinH,daveblack1,1
achow101,daveblack1,1
MarcoFalke,GreenReaper,1
GreenReaper,hebasto,1
MarcoFalke,mzumsande,2
practicalswift,marpme,1
practicalswift,michaelfolkson,3
marpme,ryanofsky,1
marpme,promag,1
marpme,jonasschnelli,1
marpme,moneyball,1
marpme,meeDamian,1
marpme,michaelfolkson,1
ryanofsky,michaelfolkson,2
promag,meeDamian,2
promag,michaelfolkson,2
jonasschnelli,moneyball,1
jonasschnelli,meeDamian,1
jonasschnelli,michaelfolkson,2
moneyball,meeDamian,1
moneyball,michaelfolkson,1
meeDamian,michaelfolkson,1
bddap,fanquake,1
promag,du2zy,1
MarcoFalke,du2zy,1
sipa,du2zy,1
ryanofsky,l2a5b1,1
ryanofsky,hugohn,1
meshcollider,jb55,1
meshcollider,l2a5b1,1
meshcollider,hugohn,1
sipa,l2a5b1,1
sipa,hugohn,1
jb55,l2a5b1,1
jb55,hugohn,1
jnewbery,hugohn,1
l2a5b1,hugohn,1
emilengler,fanquake,7
emilengler,chanhosuh,1
fanquake,chanhosuh,2
nikitasius,promag,1
nikitasius,sipa,1
nikitasius,sidhujag,1
nikitasius,jnewbery,1
promag,sidhujag,1
sipa,sidhujag,1
sidhujag,jnewbery,1
Sjors,ezegom,1
Sjors,jonatack,3
ezegom,jonatack,1
ezegom,MarcoFalke,1
fanquake,caiyaonan,1
fanquake,abhyankar-amey,1
chanhosuh,caiyaonan,1
chanhosuh,abhyankar-amey,1
caiyaonan,abhyankar-amey,1
MarcoFalke,gertjaap,2
gertjaap,hebasto,1
sipa,gertjaap,1
AkioNak,jonasschnelli,1
Sjors,bvbfan,1
ryanofsky,bvbfan,1
MarcoFalke,bvbfan,1
bvbfan,promag,1
jonasschnelli,JosuGZ,1
ryanofsky,JosuGZ,1
promag,JosuGZ,1
JosuGZ,laanwj,1
JosuGZ,MarcoFalke,1
MarcoFalke,iemwill,1
MarcoFalke,sradforth,1
iemwill,laanwj,1
iemwill,luke-jr,1
iemwill,sradforth,1
iemwill,practicalswift,1
laanwj,sradforth,1
luke-jr,sradforth,1
sradforth,practicalswift,1
MarcoFalke,emilengler,19
MarcoFalke,jkcd,1
emilengler,jkcd,1
FndNur1Labs,promag,1
ajtowns,sriharikapu,1
promag,sriharikapu,1
jasoncadahia,promag,1
jasoncadahia,kallewoof,1
promag,kallewoof,2
promag,mmortal03,1
hebasto,meeDamian,2
meeDamian,mmortal03,1
achow101,jb55,1
achow101,andronoob,1
achow101,RobinLinus,1
sipa,RobinLinus,1
instagibbs,andronoob,2
instagibbs,RobinLinus,1
MarcoFalke,RobinLinus,1
andronoob,RobinLinus,1
shesek,instagibbs,1
shesek,MarcoFalke,1
fanquake,fjahr,1
fanquake,michaelfolkson,3
MarcoFalke,thehapax,1
MarcoFalke,ndeet,1
MarcoFalke,metamarcdw,1
kristapsk,thehapax,1
kristapsk,emilengler,1
kristapsk,ndeet,1
kristapsk,metamarcdw,1
kristapsk,PierreRochard,1
kristapsk,practicalswift,1
thehapax,laanwj,1
thehapax,emilengler,1
thehapax,ndeet,1
thehapax,metamarcdw,1
thehapax,PierreRochard,1
laanwj,emilengler,10
laanwj,ndeet,1
laanwj,metamarcdw,1
emilengler,ndeet,1
emilengler,metamarcdw,1
emilengler,PierreRochard,1
emilengler,practicalswift,2
ndeet,metamarcdw,1
ndeet,PierreRochard,1
ndeet,practicalswift,1
metamarcdw,PierreRochard,1
metamarcdw,practicalswift,1
PierreRochard,practicalswift,1
MarcoFalke,lacksfish,1
MarcoFalke,mrbianchi,2
mrbianchi,laanwj,1
fanquake,rockandska,1
MarcoFalke,rockandska,1
sipa,rockandska,1
rockandska,laanwj,1
MarcoFalke,ThallyssonKlein,1
emilengler,sipa,6
emilengler,ThallyssonKlein,1
laanwj,ThallyssonKlein,1
sipa,ThallyssonKlein,1
fanquake,ThallyssonKlein,1
emilengler,dongcarl,1
emilengler,Sjors,2
emilengler,greenaddress,2
emilengler,GCastilho,1
emilengler,icota,1
Sjors,greenaddress,1
Sjors,GCastilho,1
Sjors,icota,1
greenaddress,GCastilho,1
greenaddress,icota,1
GCastilho,icota,1
emilengler,akirahirohito,1
akirahirohito,fanquake,1
achow101,emilengler,1
MarcoFalke,Relaxo143,2
MarcoFalke,openGLnoob,1
emilengler,Relaxo143,1
emilengler,openGLnoob,1
Relaxo143,openGLnoob,1
MarcoFalke,theStack,4
MarcoFalke,markblundeberg,1
theStack,jnewbery,1
theStack,markblundeberg,1
jnewbery,markblundeberg,1
Sjors,johnnynanjiang,1
Sjors,za-kk,1
Sjors,RandyMcMillan,1
johnnynanjiang,za-kk,1
johnnynanjiang,RandyMcMillan,1
johnnynanjiang,laanwj,1
za-kk,RandyMcMillan,1
za-kk,laanwj,1
RandyMcMillan,laanwj,2
mzumsande,jnewbery,1
practicalswift,elichai,3
practicalswift,sanjaykdragon,2
practicalswift,ilyapopov,1
elichai,ysangkok,1
elichai,sanjaykdragon,3
elichai,JeremyRubin,1
elichai,theuni,1
elichai,ilyapopov,1
MarcoFalke,sanjaykdragon,3
MarcoFalke,ilyapopov,1
ysangkok,sanjaykdragon,1
ysangkok,fanquake,1
ysangkok,theuni,1
ysangkok,ilyapopov,1
laanwj,sanjaykdragon,1
laanwj,ilyapopov,1
sanjaykdragon,sipa,2
sanjaykdragon,JeremyRubin,1
sanjaykdragon,fanquake,1
sanjaykdragon,theuni,1
sanjaykdragon,ilyapopov,1
sipa,ilyapopov,1
JeremyRubin,theuni,1
JeremyRubin,ilyapopov,1
fanquake,ilyapopov,1
theuni,ilyapopov,1
emilengler,meeDamian,1
emilengler,hebasto,4
HashUnlimited,wodry,1
HashUnlimited,laanwj,1
HashUnlimited,Sjors,1
wodry,Sjors,2
promag,emilengler,2
emilengler,michaelfolkson,2
Sjors,michaelfolkson,1
ryanofsky,Grimler91,1
ryanofsky,xeffyr,1
Grimler91,xeffyr,1
Grimler91,laanwj,1
Grimler91,MarcoFalke,1
xeffyr,laanwj,1
xeffyr,MarcoFalke,1
GChuf,wtogami,1
GChuf,harding,1
GChuf,glezos,1
GChuf,promag,3
MarcoFalke,wtogami,1
MarcoFalke,glezos,1
wtogami,harding,1
wtogami,glezos,1
wtogami,promag,1
harding,glezos,1
harding,fanquake,3
harding,promag,1
glezos,fanquake,1
glezos,promag,1
leto,MarcoFalke,1
promag,brakmic,3
practicalswift,GChuf,1
practicalswift,brakmic,2
jonatack,GChuf,2
jonatack,brakmic,3
GChuf,brakmic,1
GChuf,sipa,1
brakmic,sipa,2
MarcoFalke,EricPonvelle,1
laanwj,GChuf,4
SkywalkingZulu,laanwj,1
SkywalkingZulu,emilengler,1
SkywalkingZulu,sipa,1
MarcoFalke,NicoleG25,1
practicalswift,NicoleG25,1
laanwj,NicoleG25,1
luke-jr,NicoleG25,1
